group_id,query,atc_code,label
17,l-crn,A12BA51,0
17,l-crn,J02AX04,0
18,gas-x,A03AX13,1
18,gas-x,J01MA16,0
18,gas-x,J01MA07,0
18,gas-x,L01XE08,0
18,gas-x,H01BB03,0
19,gas-,A03AX13,1
19,gas-,R06AB03,0
19,gas-,L01CD02,0
19,gas-,S01CA05,0
19,gas-,J01DI52,0
20,smthc,A03AX13,1
20,smthc,M04AB01,0
20,smthc,H05BA01,0
20,smthc,J01CR03,0
20,smthc,J01DF01,0
21,a-vi,A11CA01,1
21,a-vi,D07AC13,0
21,a-vi,G04BD04,0
21,a-vi,A06AD01,0
21,a-vi,G04CB01,0
22,arovi,A11CA01,1
22,arovi,N04BX01,0
22,arovi,V03AB11,0
22,arovi,C01DX51,0
22,arovi,A10BX02,0
23,vita,A11CA01,1
23,vita,J01FA09,0
23,vita,L01XA01,0
23,vita,B03AC09,0
23,vita,H01CB04,0
24,supr,L02AE01,1
24,supr,C01BA02,0
24,supr,C01CA03,0
24,supr,J04BA01,0
24,supr,J06AA01,0
25,buserelin,L02AE01,1
25,buserelin,L04AA36,0
25,buserelin,L01XE17,0
25,buserelin,M04AA01,0
25,buserelin,V08AA03,0
26,bsrln,L02AE01,1
26,bsrln,L01FH03,0
26,bsrln,G03AC08,0
26,bsrln,P01AE05,0
26,bsrln,N04BX02,0
27,repa,C10AX13,1
27,repa,J05AX05,0
27,repa,A08AA60,0
27,repa,A10BK01,0
27,repa,L04AA31,0
28,evolo,C10AX13,1
28,evolo,N05AD01,0
28,evolo,N07CA01,0
28,evolo,C03BA11,0
28,evolo,J02AC03,0
29,repatha,C10AX13,1
29,repatha,C07AB02,0
29,repatha,A11CC05,0
29,repatha,M03AC03,0
29,repatha,L04AA45,0
30,hydrocortisone (toan than),H02AB02,1
30,hydrocortisone (toan than),L04AE01,0
30,hydrocortisone (toan than),P01CX01,0
30,hydrocortisone (toan than),J01DD01,0
30,hydrocortisone (toan than),L02BB06,0
31,hydro,H02AB02,1
31,hydro,L02BG04,0
31,hydro,A03FA03,0
31,hydro,N01AH02,0
31,hydro,D03AX03,0
32,dxmth,H02AB02,1
32,dxmth,C09AA01,0
32,dxmth,J01CR03,0
32,dxmth,H01CB04,0
32,dxmth,J02AC02,0
33,cobi,L01XE41,1
33,cobi,N06AA12,0
33,cobi,L01DB02,0
33,cobi,J01DD04,0
33,cobi,C03CA02,0
34,cotel,L01XE41,1
34,cotel,L01XA03,0
34,cotel,R05CB06,0
34,cotel,L01XE05,0
34,cotel,M01AB01,0
35,cbmtn,L01XE41,1
35,cbmtn,N07BC51,0
35,cbmtn,N05CK01,0
35,cbmtn,M03AB01,0
35,cbmtn,P03AX01,0
36,zeffi,J05AF05,1
36,zeffi,A03AB04,0
36,zeffi,L01XE32,0
36,zeffi,N05CD08,0
36,zeffi,C10AA03,0
37,zeffix,J05AF05,1
37,zeffix,N01BA05,0
37,zeffix,P01BD01,0
37,zeffix,J01GB04,0
37,zeffix,N04BC04,0
38,lmvdn,J05AF05,1
38,lmvdn,V06DX,0
38,lmvdn,A11CC01,0
38,lmvdn,S01BA04,0
38,lmvdn,L04AB04,0
39,preco,A10BF01,1
39,preco,B06AA04,0
39,preco,R06AX17,0
39,preco,N05CF03,0
39,preco,R03AC02,0
40,acarb,A10BF01,1
40,acarb,V03AB11,0
40,acarb,C01BC04,0
40,acarb,G03GA05,0
40,acarb,L01BC05,0
41,gluco,A10BF01,1
41,gluco,L01CA02,0
41,gluco,J01DC02,0
41,gluco,P01AB02,0
41,gluco,J05AF01,0
42,aceta,S01EC01,1
42,aceta,J01XA02,0
42,aceta,C10AB01,0
42,aceta,B05BA01,0
42,aceta,B05AA06,0
43,glaup,S01EC01,1
43,glaup,C01EB09,0
43,glaup,L01CA01,0
43,glaup,V03AB18,0
43,glaup,L01AX04,0
44,acet,S01EC01,1
44,acet,M03BX01,0
44,acet,L02BX02,0
44,acet,J02AB02,0
44,acet,N04BD02,0
45,exomu,R05CB01,1
45,exomu,N02BE01,0
45,exomu,L04AA45,0
45,exomu,B01AD11,0
45,exomu,L01BC01,0
46,acet,R05CB01,1
46,acet,L01BC02,0
46,acet,J05AE09,0
46,acet,L01AB01,0
46,acet,C03AA03,0
47,acetaderm,R05CB01,1
47,acetaderm,S01AD01,0
47,acetaderm,L01DB02,0
47,acetaderm,B05AA02,0
47,acetaderm,L01XE37,0
48,acycl,J05AB01,1
48,acycl,J01MB02,0
48,acycl,L04AA27,0
48,acycl,L01XE15,0
48,acycl,G04CA52,0
49,herpe,J05AB01,1
49,herpe,J01CA04,0
49,herpe,H01BA04,0
49,herpe,R03AK06,0
49,herpe,L04AA01,0
50,herp,J05AB01,1
50,herp,N05AE05,0
50,herp,D04AA10,0
50,herp,A02BC03,0
50,herp,D06AX09,0
51,aspirin,N02BA01,1
51,aspirin,M03BX08,0
51,aspirin,C02AB01,0
51,aspirin,B01AE06,0
51,aspirin,N05AD01,0
52,aspeg,N02BA01,1
52,aspeg,L01CD02,0
52,aspeg,B01AE07,0
52,aspeg,L01BA06,0
52,aspeg,J05AP07,0
53,aspe,N02BA01,1
53,aspe,J05AF02,0
53,aspe,L02AE03,0
53,aspe,C01EB03,0
53,aspe,A03FA01,0
54,vtmn,A11GA01,1
54,vtmn,J02AX04,0
54,vtmn,M01AB15,0
54,vtmn,J07BK03,0
54,vtmn,J06BA02,0
55,acid,A11GA01,1
55,acid,N07BB01,0
55,acid,N05AH03,0
55,acid,N02CC04,0
55,acid,N02CD01,0
56,cebion,A11GA01,1
56,cebion,J05AP07,0
56,cebion,L01XK01,0
56,cebion,C02KX01,0
56,cebion,A02BC05,0
57,acid,S02AA03,1
57,acid,L01XX60,0
57,acid,N07BC51,0
57,acid,V09GA01,0
57,acid,G03AA12,0
58,boric,S02AA03,1
58,boric,L01CA02,0
58,boric,J06BB02,0
58,boric,L01XX14,0
58,boric,A04AA55,0
59,bot tinh the,S02AA03,1
59,bot tinh the,B01AC07,0
59,bot tinh the,G02CB01,0
59,bot tinh the,V03AB37,0
59,bot tinh the,N02AJ03,0
60,folic acid,B03BB01,1
60,folic acid,N05CF01,0
60,folic acid,H02AB02,0
60,folic acid,B05BA02,0
60,folic acid,N03AX15,0
61,acid folic,B03BB01,1
61,acid folic,J06AA02,0
61,acid folic,V03AX02,0
61,acid folic,B01AC13,0
61,acid folic,L04AD01,0
62,folacid,B03BB01,1
62,folacid,G03DA02,0
62,folacid,A03AX13,0
62,folacid,L01XE36,0
62,folacid,S01ED51,0
63,ioda,V08AA01,1
63,ioda,N05AX12,0
63,ioda,C07AA06,0
63,ioda,R06AE05,0
63,ioda,L04AE02,0
64,bilijodon,V08AA01,1
64,bilijodon,V09IX02,0
64,bilijodon,J01MA07,0
64,bilijodon,C10AX13,0
64,bilijodon,A05AA01,0
65,tele,V08AA01,1
65,tele,J05AX12,0
65,tele,L01DC01,0
65,tele,C02AA04,0
65,tele,C01DG01,0
66,acid nalidixic,J01MB02,1
66,acid nalidixic,N06AX23,0
66,acid nalidixic,A06AG05,0
66,acid nalidixic,L01AA01,0
66,acid nalidixic,L01XC06,0
67,acid,J01MB02,1
67,acid,V03AB05,0
67,acid,B03XA01,0
67,acid,R05CA02,0
67,acid,R01BA02,0
68,wint,J01MB02,1
68,wint,C09AA09,0
68,wint,N07BC01,0
68,wint,L01BA04,0
68,wint,B03AC04,0
69,acid para - aminobenzoic,D02AA01,1
69,acid para - aminobenzoic,L01XX24,0
69,acid para - aminobenzoic,N04BC04,0
69,acid para - aminobenzoic,R01AA04,0
69,acid para - aminobenzoic,L01DB06,0
70,kem boi ngoai da 5%,D02AA01,1
70,kem boi ngoai da 5%,D01AE04,0
70,kem boi ngoai da 5%,L03AA13,0
70,kem boi ngoai da 5%,J05AF06,0
70,kem boi ngoai da 5%,V08CA03,0
71,cd pr,D02AA01,1
71,cd pr,C07AG01,0
71,cd pr,J06AA01,0
71,cd pr,L01XX52,0
71,cd pr,J07BD54,0
72,pipem,J01MB04,1
72,pipem,N03AX14,0
72,pipem,C01CE02,0
72,pipem,L04AX01,0
72,pipem,D06BB10,0
73,acid,J01MB04,1
73,acid,N06AB10,0
73,acid,L01XE17,0
73,acid,J01DC02,0
73,acid,M05BA06,0
74,pipemidic acid,J01MB04,1
74,pipemidic acid,G03DA02,0
74,pipemidic acid,D10AD03,0
74,pipemidic acid,C01BD04,0
74,pipemidic acid,G04BE03,0
75,cyklokapron,B02AA02,1
75,cyklokapron,N06DA04,0
75,cyklokapron,N03AX09,0
75,cyklokapron,L04AC02,0
75,cyklokapron,S02AA16,0
76,trans,B02AA02,1
76,trans,L01XE41,0
76,trans,A12AA07,0
76,trans,C01BC03,0
76,trans,M03AC09,0
77,cykl,B02AA02,1
77,cykl,N06AB10,0
77,cykl,R01AD03,0
77,cykl,A07AA02,0
77,cykl,L02BA02,0
78,adrenaline (epinephrine),C01CA24,1
78,adrenaline (epinephrine),M05BA04,0
78,adrenaline (epinephrine),H01AA02,0
78,adrenaline (epinephrine),J01CR02,0
78,adrenaline (epinephrine),J01EE01,0
79,drnln,C01CA24,1
79,drnln,N02AJ13,0
79,drnln,J07AM01,0
79,drnln,L01BB04,0
79,drnln,N06CA01,0
80,adrenalin,C01CA24,1
80,adrenalin,G04BE03,0
80,adrenalin,P02CF01,0
80,adrenalin,D01BA02,0
80,adrenalin,V03AF01,0
81,zente,P02CA03,1
81,zente,A07EA06,0
81,zente,A10BX02,0
81,zente,G03GA02,0
81,zente,J07AJ51,0
82,alze,P02CA03,1
82,alze,R03AA03,0
82,alze,N07XX02,0
82,alze,L03AC01,0
82,alze,M03BX10,0
83,alben,P02CA03,1
83,alben,A12CX,0
83,alben,A11CA01,0
83,alben,M03BX05,0
83,alben,R05CA03,0
84,albu,B05AA01,1
84,albu,L03AX13,0
84,albu,L04AA26,0
84,albu,L01XX27,0
84,albu,A03AA07,0
85,serum,B05AA01,1
85,serum,L04AA16,0
85,serum,A02BB01,0
85,serum,N06AX25,0
85,serum,A11DA01,0
86,albumina,B05AA01,1
86,albumina,N02CA52,0
86,albumina,V03AB25,0
86,albumina,N04BB01,0
86,albumina,J01DA23,0
87,almagat,A02AD03,1
87,almagat,J05AP57,0
87,almagat,A10BB07,0
87,almagat,S01FA06,0
87,almagat,V08CA08,0
88,alma,A02AD03,1
88,alma,J05AE08,0
88,alma,L01XC18,0
88,alma,C10AA05,0
88,alma,J01DI02,0
89,almag,A02AD03,1
89,almag,C07AB09,0
89,almag,S01FA05,0
89,almag,B01AC09,0
89,almag,L01XE08,0
90,allopur,M04AA01,1
90,allopur,H02AB06,0
90,allopur,N04BD01,0
90,allopur,P01AA01,0
90,allopur,G03AA07,0
91,zylo,M04AA01,1
91,zylo,J07BA02,0
91,zylo,R01AA04,0
91,zylo,L04AC01,0
91,zylo,M02AB04,0
92,llprn,M04AA01,1
92,llprn,J05AP07,0
92,llprn,N06AB03,0
92,llprn,N02AB01,0
92,llprn,C08DB01,0
93,zypr,N05BA12,1
93,zypr,B03XA01,0
93,zypr,D07AD01,0
93,zypr,J01XB01,0
93,zypr,L01DC03,0
94,xana,N05BA12,1
94,xana,L02BA04,0
94,xana,A10BX06,0
94,xana,J07BB03,0
94,xana,V09XA01,0
95,alpra,N05BA12,1
95,alpra,N05BA,0
95,alpra,R03BC01,0
95,alpra,V03AE10,0
95,alpra,R03BA02,0
96,alugel,A02AB01,1
96,alugel,G03AD02,0
96,alugel,L01XE37,0
96,alugel,G04BX06,0
96,alugel,L01CA01,0
97,aluminum hydroxide,A02AB01,1
97,aluminum hydroxide,C10AD02,0
97,aluminum hydroxide,L01DB02,0
97,aluminum hydroxide,C10AB04,0
97,aluminum hydroxide,J02AB02,0
98,alug,A02AB01,1
98,alug,M03AC02,0
98,alug,L01XX52,0
98,alug,N04BC04,0
98,alug,J05AE02,0
99,amant,N04BB01,1
99,amant,J04AK02,0
99,amant,R06AE05,0
99,amant,B03AC07,0
99,amant,J05AH01,0
100,amantadine,N04BB01,1
100,amantadine,L01XC03,0
100,amantadine,V03AB33,0
100,amantadine,D02BA01,0
100,amantadine,A10BX06,0
101,amanta,N04BB01,1
101,amanta,S01ED01,0
101,amanta,R06AE07,0
101,amanta,B02BX04,0
101,amanta,M01AC06,0
102,amik,J01GB06,1
102,amik,V03AE09,0
102,amik,C01CA03,0
102,amik,L01XE46,0
102,amik,A06AD03,0
103,amiglyde,J01GB06,1
103,amiglyde,M04AB01,0
103,amiglyde,H01BB01,0
103,amiglyde,V08AA03,0
103,amiglyde,J07AD01,0
104,amigl,J01GB06,1
104,amigl,V08CA08,0
104,amigl,A10BH03,0
104,amigl,P02CA01,0
104,amigl,N05CD08,0
105,aminophyllin,R03DA05,1
105,aminophyllin,G04BD07,0
105,aminophyllin,V07AB05,0
105,aminophyllin,D02AA01,0
105,aminophyllin,A10BX12,0
106,aminofyllin,R03DA05,1
106,aminofyllin,L01BB02,0
106,aminofyllin,A05BA01,0
106,aminofyllin,J01MA02,0
106,aminofyllin,L01XA03,0
107,mnphy,R03DA05,1
107,mnphy,C10AA03,0
107,mnphy,C02KX05,0
107,mnphy,S01FA05,0
107,mnphy,M04AB01,0
108,tuon,C01BD01,1
108,tuon,B03AC09,0
108,tuon,D05BA02,0
108,tuon,P02DA01,0
108,tuon,C09AA01,0
109,cord,C01BD01,1
109,cord,D07AB09,0
109,cord,C07AB02,0
109,cord,B01AE04,0
109,cord,A12AA04,0
110,ibut,C01BD01,1
110,ibut,G04BE01,0
110,ibut,N07BB04,0
110,ibut,J05AF09,0
110,ibut,S01AA11,0
111,amitrip,N06AA09,1
111,amitrip,A03AB04,0
111,amitrip,P03AC01,0
111,amitrip,J02AX04,0
111,amitrip,P02AX01,0
112,elav,N06AA09,1
112,elav,J01DB04,0
112,elav,D05BB02,0
112,elav,L03AX05,0
112,elav,A08AA60,0
113,amitriptyline,N06AA09,1
113,amitriptyline,C01DX51,0
113,amitriptyline,L04AB04,0
113,amitriptyline,V03AB11,0
113,amitriptyline,L01BB04,0
114,norvasc,C08CA01,1
114,norvasc,A07XA04,0
114,norvasc,N01AX13,0
114,norvasc,L04AA45,0
114,norvasc,N04BC04,0
115,norva,C08CA01,1
115,norva,L04AA45,0
115,norva,J05AP07,0
115,norva,A12AA07,0
115,norva,J07BM01,0
116,norv,C08CA01,1
116,norv,L04AA36,0
116,norv,L01XE36,0
116,norv,B01AA07,0
116,norv,C09AA08,0
117,curam,J01CA04,1
117,curam,N02CD03,0
117,curam,B03XA01,0
117,curam,V03AB09,0
117,curam,A04AD12,0
118,mxcll,J01CA04,1
118,mxcll,M01AE17,0
118,mxcll,G03XB01,0
118,mxcll,C04AB01,0
118,mxcll,J07AH02,0
119,amox,J01CA04,1
119,amox,R03AA15,0
119,amox,V03AF04,0
119,amox,C01BC04,0
119,amox,A02BC03,0
120,ampho,J02AA01,1
120,ampho,N06AX23,0
120,ampho,B01AC17,0
120,ampho,J06BB08,0
120,ampho,N02CC04,0
121,mphtr,J02AA01,1
121,mphtr,A10BB09,0
121,mphtr,J04AK02,0
121,mphtr,V08CA03,0
121,mphtr,N01BA01,0
122,ambi,J02AA01,1
122,ambi,C07AA06,0
122,ambi,A04AA01,0
122,ambi,V03AB06,0
122,ambi,L01BB06,0
123,ampi,J01CA01,1
123,ampi,C01DA14,0
123,ampi,C04AD03,0
123,ampi,N02AF02,0
123,ampi,M01CC01,0
124,penb,J01CA01,1
124,penb,V08AA01,0
124,penb,L02BX02,0
124,penb,C10AA03,0
124,penb,N01BA01,0
125,ampicillin,J01CA01,1
125,ampicillin,R06AA01,0
125,ampicillin,L04AC01,0
125,ampicillin,L02AE05,0
125,ampicillin,N06AA12,0
126,apro,B02AB01,1
126,apro,C04AB01,0
126,apro,J01MA02,0
126,apro,D10AE01,0
126,apro,G04BE01,0
127,aprotinin,B02AB01,1
127,aprotinin,A03FA02,0
127,aprotinin,L01XE44,0
127,aprotinin,N06BX12,0
127,aprotinin,M03AX01,0
128,trasy,B02AB01,1
128,trasy,H01CC02,0
128,trasy,J05AG04,0
128,trasy,C01DX51,0
128,trasy,N07CA01,0
129,calciglucon,A12AA03,1
129,calciglucon,J07AL52,0
129,calciglucon,L01XC08,0
129,calciglucon,N07AB01,0
129,calciglucon,V09IX02,0
130,calci,A12AA03,1
130,calci,J01FF02,0
130,calci,L01XX46,0
130,calci,N02AF02,0
130,calci,R05FA02,0
131,calcium gluconate,A12AA03,1
131,calcium gluconate,P01BA02,0
131,calcium gluconate,C02AC01,0
131,calcium gluconate,D07CC01,0
131,calcium gluconate,L01DB06,0
132,prasugrel,B01AC06,1
132,prasugrel,V03AF04,0
132,prasugrel,H05AA02,0
132,prasugrel,P01BE03,0
132,prasugrel,R03AK06,0
133,aspirin protect,B01AC06,1
133,aspirin protect,L02BX03,0
133,aspirin protect,J01DD13,0
133,aspirin protect,B01AX05,0
133,aspirin protect,N06AF04,0
134,prsgr,B01AC06,1
134,prsgr,A10BD02,0
134,prsgr,J01XE02,0
134,prsgr,J01GA01,0
134,prsgr,H02AB09,0
135,atenolol,C07AB03,1
135,atenolol,B03XA01,0
135,atenolol,H02AB05,0
135,atenolol,V09IX02,0
135,atenolol,R03DA04,0
136,tnll,C07AB03,1
136,tnll,A03FA01,0
136,tnll,N02AB02,0
136,tnll,B03AX07,0
136,tnll,H05BX02,0
137,teno,C07AB03,1
137,teno,C10AA03,0
137,teno,L01XC23,0
137,teno,L01DB01,0
137,teno,L01DB06,0
138,atorl,C10AA05,1
138,atorl,C08CA02,0
138,atorl,J01EC01,0
138,atorl,N05CA01,0
138,atorl,C03BA08,0
139,torva,C10AA05,1
139,torva,L01XA01,0
139,torva,J07BH01,0
139,torva,A10BF01,0
139,torva,A11AB,0
140,atorvastatin,C10AA05,1
140,atorvastatin,L04AC14,0
140,atorvastatin,L01XE13,0
140,atorvastatin,A10AD01,0
140,atorvastatin,A07AA02,0
141,atrop,A03AB04,1
141,atrop,N02BE51,0
141,atrop,J05AG03,0
141,atrop,N06AX21,0
141,atrop,N05AH03,0
142,atropine,A03AB04,1
142,atropine,C10AX15,0
142,atropine,D02AE01,0
142,atropine,N02CC06,0
142,atropine,G03AA05,0
143,ophthalmic,A03AB04,1
143,ophthalmic,L01DA01,0
143,ophthalmic,C07AA03,0
143,ophthalmic,M05BA06,0
143,ophthalmic,L04AB05,0
144,azathioprine,L04AX01,1
144,azathioprine,C03BA08,0
144,azathioprine,R06AA05,0
144,azathioprine,S01BA04,0
144,azathioprine,J01EA01,0
145,azath,L04AX01,1
145,azath,J01CE08,0
145,azath,V03AE03,0
145,azath,N07BC02,0
145,azath,N02AJ03,0
146,zthpr,L04AX01,1
146,zthpr,C08CA01,0
146,zthpr,H01AA02,0
146,zthpr,M01AC01,0
146,zthpr,R03DX09,0
147,azicl,J01FA10,1
147,azicl,B01AF01,0
147,azicl,V09GA01,0
147,azicl,D10BA01,0
147,azicl,D07CC01,0
148,azicap,J01FA10,1
148,azicap,A11HA06,0
148,azicap,B03AC06,0
148,azicap,N02CA52,0
148,azicap,A02BB01,0
149,zithromax,J01FA10,1
149,zithromax,C02KX01,0
149,zithromax,A10BX02,0
149,zithromax,P01BA01,0
149,zithromax,D06AA04,0
150,vancomycin,J01XA01,1
150,vancomycin,G03AA12,0
150,vancomycin,J02AB02,0
150,vancomycin,C07AB12,0
150,vancomycin,L01XE34,0
151,vanc,J01XA01,1
151,vanc,D01BA02,0
151,vanc,L01DA02,0
151,vanc,R01AD08,0
151,vanc,B03XA02,0
152,bacitracin,J01XA01,1
152,bacitracin,J01XE01,0
152,bacitracin,C10AB01,0
152,bacitracin,L01XE06,0
152,bacitracin,L04AA41,0
153,lior,M03BX01,1
153,lior,J04BA01,0
153,lior,D10AD01,0
153,lior,N06AB10,0
153,lior,N03AX14,0
154,ba clofen,M03BX01,1
154,ba clofen,C08CA01,0
154,ba clofen,L01XX24,0
154,ba clofen,L03AX13,0
154,ba clofen,A12AA03,0
155,bclfn,M03BX01,1
155,bclfn,QN05CM90,0
155,bclfn,L01XE03,0
155,bclfn,A06AD11,0
155,bclfn,J01CF04,0
156,benz,J01CE08,1
156,benz,A10BD02,0
156,benz,C02DA01,0
156,benz,N06AA01,0
156,benz,C10AA01,0
157,proc,J01CE08,1
157,proc,V03AB15,0
157,proc,B01AD11,0
157,proc,L01XE06,0
157,proc,M03AA01,0
158,bici,J01CE08,1
158,bici,A03AD02,0
158,bici,B01AF03,0
158,bici,B03XA01,0
158,bici,N01AX07,0
159,benzy,J01CE01,1
159,benzy,D08AX01,0
159,benzy,N05AX12,0
159,benzy,N05AB06,0
159,benzy,N06CA01,0
160,penic,J01CE01,1
160,penic,N06BX12,0
160,penic,A07AA11,0
160,penic,C10AB04,0
160,penic,G03XA01,0
161,penicillin g (benzylpenicillin),J01CE01,1
161,penicillin g (benzylpenicillin),L01DB02,0
161,penicillin g (benzylpenicillin),A11CC01,0
161,penicillin g (benzylpenicillin),H01BB02,0
161,penicillin g (benzylpenicillin),V03AB20,0
162,dipr,H02AB01,1
162,dipr,N02CC06,0
162,dipr,J01XB01,0
162,dipr,N05AF01,0
162,dipr,L01BB06,0
163,btmth,H02AB01,1
163,btmth,L01XC02,0
163,btmth,A09AB01,0
163,btmth,N05BA12,0
163,btmth,S01ED51,0
164,betamethasone (toan than),H02AB01,1
164,betamethasone (toan than),N05AB04,0
164,betamethasone (toan than),J01EC01,0
164,betamethasone (toan than),J01AA07,0
164,betamethasone (toan than),A03AB02,0
165,bscdy,A06AB02,1
165,bscdy,N06AF03,0
165,bscdy,L03AB11,0
165,bscdy,J01MA06,0
165,bscdy,L01XX05,0
166,bisacodyl,A06AB02,1
166,bisacodyl,V03AB18,0
166,bisacodyl,B01AF02,0
166,bisacodyl,N01BC01,0
166,bisacodyl,L01DB02,0
167,bisac,A06AB02,1
167,bisac,J05AP01,0
167,bisac,L01DC01,0
167,bisac,L04AC01,0
167,bisac,C10AX08,0
168,bromphexine,R05CB02,1
168,bromphexine,N07AA02,0
168,bromphexine,A07FA01,0
168,bromphexine,C09CA07,0
168,bromphexine,A12BA51,0
169,bromhexine,R05CB02,1
169,bromhexine,A10AC01,0
169,bromhexine,A03AX13,0
169,bromhexine,J01AA06,0
169,bromhexine,M03BX08,0
170,bisol,R05CB02,1
170,bisol,A10BD02,0
170,bisol,S01GX09,0
170,bisol,A10BK01,0
170,bisol,V03AX08,0
171,bude,R03BA02,1
171,bude,L01XX46,0
171,bude,N06AF03,0
171,bude,J01MA14,0
171,bude,N06AA21,0
172,budesonide (dang hit),R03BA02,1
172,budesonide (dang hit),A12AA02,0
172,budesonide (dang hit),H03BX01,0
172,budesonide (dang hit),B01AB05,0
172,budesonide (dang hit),H01AC01,0
173,symbicort (phoi hop),R03BA02,1
173,symbicort (phoi hop),V03AB18,0
173,symbicort (phoi hop),J01MB02,0
173,symbicort (phoi hop),C10AD02,0
173,symbicort (phoi hop),J01AA12,0
174,subutex,N07BC01,1
174,subutex,C09CA04,0
174,subutex,B02BX04,0
174,subutex,L01XE01,0
174,subutex,N04BC09,0
175,butr,N07BC01,1
175,butr,A07AA02,0
175,butr,L01XE13,0
175,butr,L04AA41,0
175,butr,H02AB02,0
176,buprenor,N07BC01,1
176,buprenor,R03AA15,0
176,buprenor,V09CA02,0
176,buprenor,N03AG01,0
176,buprenor,G02AB01,0
177,bsprn,N05BE01,1
177,bsprn,J07AJ51,0
177,bsprn,D05AX02,0
177,bsprn,L02BX02,0
177,bsprn,L04AB01,0
178,buspar,N05BE01,1
178,buspar,S01HA03,0
178,buspar,V03AB33,0
178,buspar,A07FA01,0
178,buspar,L01CD01,0
179,buspa,N05BE01,1
179,buspa,C02CA04,0
179,buspa,M03CA01,0
179,buspa,A12CC02,0
179,buspa,R06AA05,0
180,clcm,A12AA04,1
180,clcm,N05CF02,0
180,clcm,L04AX04,0
180,clcm,J07BK03,0
180,clcm,L01XC08,0
181,tums,A12AA04,1
181,tums,L01XE46,0
181,tums,N05BE01,0
181,tums,N06AX16,0
181,tums,M05BA08,0
182,calci,A12AA04,1
182,calci,C01EB10,0
182,calci,D02AX01,0
182,calci,A02AB01,0
182,calci,A06AX04,0
183,cptpr,C09AA01,1
183,cptpr,M01AE03,0
183,cptpr,N05AH01,0
183,cptpr,C09CA01,0
183,cptpr,J05AP51,0
184,capt,C09AA01,1
184,capt,J02AC04,0
184,capt,L04AA33,0
184,capt,V03AB25,0
184,capt,L01XE01,0
185,capto,C09AA01,1
185,capto,J02AC05,0
185,capto,N01BB09,0
185,capto,S01FB01,0
185,capto,N05CM18,0
186,tegre,N03AF01,1
186,tegre,V03AC03,0
186,tegre,L01AX03,0
186,tegre,A10AD01,0
186,tegre,N01BB52,0
187,carb,N03AF01,1
187,carb,R05CB,0
187,carb,R06AX17,0
187,carb,L04AB01,0
187,carb,L01BC07,0
188,tegretol,N03AF01,1
188,tegretol,N06BX12,0
188,tegretol,N05AE04,0
188,tegretol,D01AE04,0
188,tegretol,J01CA01,0
189,carbidopa,N04BA02,1
189,carbidopa,M05BA04,0
189,carbidopa,L01XX61,0
189,carbidopa,R01AA04,0
189,carbidopa,L01DC01,0
190,duod,N04BA02,1
190,duod,M01AB02,0
190,duod,J01XX11,0
