group_id,query,atc_code,label
40,neur,L01XE32,0
40,neur,A10AB05,0
40,neur,P02BA01,0
40,neur,P01BF05,0
40,neur,N03AE01,0
40,neur,R06AX13,0
40,neur,L01BB02,0
41,b-complex,A11AB,1
41,b-complex,N02CA02,0
41,b-complex,N05CD08,0
41,b-complex,N02CC01,0
41,b-complex,G02CB03,0
41,b-complex,B01AD01,0
41,b-complex,L01XC08,0
41,b-complex,A09AA02,0
41,b-complex,J02AX06,0
42,vitam,A11AB,1
42,vitam,C01CA24,0
42,vitam,V03AB23,0
42,vitam,L04AA36,0
42,vitam,R03DC53,0
42,vitam,N02CC04,0
42,vitam,A04AD01,0
42,vitam,A10BB07,0
42,vitam,N07AA03,0
43,b6/b1,A11AB,1
43,b6/b1,J07CA09,0
43,b6/b1,N07AA05,0
43,b6/b1,N05AH03,0
43,b6/b1,L04AC01,0
43,b6/b1,C02CA01,0
43,b6/b1,C01EB10,0
43,b6/b1,L01CA02,0
43,b6/b1,N02AJ13,0
44,neurobion,A11AB,1
44,neurobion,C07AB09,0
44,neurobion,D05BB02,0
44,neurobion,M03AB01,0
44,neurobion,M03BX01,0
44,neurobion,M01AE02,0
44,neurobion,N07CA01,0
44,neurobion,L03AB05,0
44,neurobion,R03BC03,0
45,vitamin b complex (b1,A11AB,1
45,vitamin b complex (b1,C07AG01,0
45,vitamin b complex (b1,C10AX16,0
45,vitamin b complex (b1,J05AE08,0
45,vitamin b complex (b1,H01CC02,0
45,vitamin b complex (b1,L02BG04,0
45,vitamin b complex (b1,R03AB02,0
45,vitamin b complex (b1,D08AX02,0
45,vitamin b complex (b1,P03AX01,0
46,pncl,A16AA01,1
46,pncl,N05BB01,0
46,pncl,V09CA02,0
46,pncl,L01XE46,0
46,pncl,R03DX10,0
46,pncl,N05AA03,0
46,pncl,J01EC01,0
46,pncl,C08DA01,0
46,pncl,J05AX09,0
47,penicil,A16AA01,1
47,penicil,L04AX04,0
47,penicil,L03AA13,0
47,penicil,N02AA01,0
47,penicil,J07BG01,0
47,penicil,L04AA04,0
47,penicil,C10AX,0
47,penicil,L01BC01,0
47,penicil,N06AB04,0
48,carnitine,A16AA01,1
48,carnitine,G03GA07,0
48,carnitine,D01AC01,0
48,carnitine,V03AB38,0
48,carnitine,R05CA02,0
48,carnitine,N06AA21,0
48,carnitine,C01CE02,0
48,carnitine,N05AA03,0
48,carnitine,R01AA04,0
49,cuprimine,A16AA01,1
49,cuprimine,A06AH01,0
49,cuprimine,N02AF01,0
49,cuprimine,L01AA01,0
49,cuprimine,N02AX06,0
49,cuprimine,A07DA03,0
49,cuprimine,D05AX52,0
49,cuprimine,R05DA09,0
49,cuprimine,C03CA02,0
50,penic,A16AA01,1
50,penic,L01DB07,0
50,penic,N01AF03,0
50,penic,J05AP01,0
50,penic,C08CA06,0
50,penic,A09AB01,0
50,penic,L01BC05,0
50,penic,S01CA05,0
50,penic,L01XK01,0
51,l-cr,A16AA01,1
51,l-cr,J01FF02,0
51,l-cr,G04CB01,0
51,l-cr,C10AX09,0
51,l-cr,V06DX,0
51,l-cr,N01AX07,0
51,l-cr,H01CB02,0
51,l-cr,L01BB02,0
51,l-cr,L01BC08,0
52,l-crn,A16AA01,1
52,l-crn,G03GA05,0
52,l-crn,L04AF01,0
52,l-crn,L01XE24,0
52,l-crn,N02CC03,0
52,l-crn,N03AG01,0
52,l-crn,V03AB16,0
52,l-crn,J05AX08,0
52,l-crn,N06CA01,0
53,cupri,A16AA01,1
53,cupri,J06BB05,0
53,cupri,N05AD08,0
53,cupri,N06AX11,0
53,cupri,L01DB07,0
53,cupri,C01EB10,0
53,cupri,N01BB04,0
53,cupri,C10AX09,0
53,cupri,N05BA02,0
54,penicillamine,A16AA01,1
54,penicillamine,V03AE02,0
54,penicillamine,D08AX02,0
54,penicillamine,V08AB07,0
54,penicillamine,V03AF02,0
54,penicillamine,J07BK01,0
54,penicillamine,N05BA02,0
54,penicillamine,M01AB01,0
54,penicillamine,G02AB03,0
55,l-ca,A16AA01,1
55,l-ca,R06AX02,0
55,l-ca,L02AE02,0
55,l-ca,S01EB01,0
55,l-ca,A05AA02,0
55,l-ca,D06AA04,0
55,l-ca,A10BK03,0
55,l-ca,B03AA07,0
55,l-ca,A07EC02,0
56,gas,A03AX13,1
56,gas,B02BD08,0
56,gas,P01AB02,0
56,gas,L01XE34,0
56,gas,R03DX05,0
56,gas,L01XC02,0
56,gas,C09AA03,0
56,gas,D06AX09,0
56,gas,V10XX03,0
57,gas-,A03AX13,1
57,gas-,D10AE01,0
57,gas-,R03DC53,0
57,gas-,N06AA10,0
57,gas-,N06AB03,0
57,gas-,J01AA08,0
57,gas-,J07BK03,0
57,gas-,J04AK05,0
57,gas-,A08AA01,0
58,simen,A03AX13,1
58,simen,L04AA41,0
58,simen,G03AD01,0
58,simen,G03XC01,0
58,simen,L04AA39,0
58,simen,B01AC07,0
58,simen,R05CB13,0
58,simen,J06BB02,0
58,simen,V03AB05,0
59,gas-x,A03AX13,1
59,gas-x,MA ATC,0
59,gas-x,N03AX11,0
59,gas-x,V03AB05,0
59,gas-x,N06BX03,0
59,gas-x,C09AA06,0
59,gas-x,D10AX03,0
59,gas-x,R06AX02,0
59,gas-x,G03DA02,0
60,simenthi,A03AX13,1
60,simenthi,N04BC05,0
60,simenthi,A07AA09,0
60,simenthi,C09AA09,0
60,simenthi,N01BB09,0
60,simenthi,B01AC30,0
60,simenthi,J07BH02,0
60,simenthi,R03DC53,0
60,simenthi,C01BB02,0
61,simethicone,A03AX13,1
61,simethicone,L01XB01,0
61,simethicone,L01XX58,0
61,simethicone,B02BX04,0
61,simethicone,N01AH06,0
61,simethicone,N06AA12,0
61,simethicone,S01AD01,0
61,simethicone,J01XA04,0
61,simethicone,J01MA07,0
62,smthc,A03AX13,1
62,smthc,S01FA05,0
62,smthc,S01HA03,0
62,smthc,B01AB04,0
62,smthc,C10AX13,0
62,smthc,S01AB04,0
62,smthc,A03AD02,0
62,smthc,N05AE01,0
62,smthc,A07EA06,0
63,simet,A03AX13,1
63,simet,V03AB14,0
63,simet,C10AA02,0
63,simet,N03AX16,0
63,simet,V06AX01,0
63,simet,D08AX02,0
63,simet,M03BC01,0
63,simet,L01XE18,0
63,simet,C10AC02,0
64,simeth,A03AX13,1
64,simeth,C03CA02,0
64,simeth,N04AA05,0
64,simeth,N06AA10,0
64,simeth,P01BE03,0
64,simeth,C02DA01,0
64,simeth,A07AA01,0
64,simeth,D08AX01,0
64,simeth,M01AB15,0
65,smth,A03AX13,1
65,smth,P01BD01,0
65,smth,P01BC01,0
65,smth,J07AM01,0
65,smth,N06AB05,0
65,smth,J01MA16,0
65,smth,N02AB03,0
65,smth,L01DB03,0
65,smth,L04AC01,0
66,retin,A11CA01,1
66,retin,B01AC13,0
66,retin,L02BG04,0
66,retin,A03FA03,0
66,retin,V09CA02,0
66,retin,A08AB01,0
66,retin,D02AA01,0
66,retin,N05AB06,0
66,retin,L01XE25,0
67,arovit 50000iu,A11CA01,1
67,arovit 50000iu,C01BC03,0
67,arovit 50000iu,N01BB52,0
67,arovit 50000iu,J02AC03,0
67,arovit 50000iu,S01AD01,0
67,arovit 50000iu,J07AH02,0
67,arovit 50000iu,N06AX05,0
67,arovit 50000iu,L01CB01,0
67,arovit 50000iu,D10BA01,0
68,arovit 5000iu,A11CA01,1
68,arovit 5000iu,A05BA03,0
68,arovit 5000iu,R03DX09,0
68,arovit 5000iu,V03AB24,0
68,arovit 5000iu,C09CA07,0
68,arovit 5000iu,P02DA01,0
68,arovit 5000iu,N02CC02,0
68,arovit 5000iu,H01BB01,0
68,arovit 5000iu,C09AA01,0
69,vitamin a (retinol) 50000iu,A11CA01,1
69,vitamin a (retinol) 50000iu,N01BB20,0
69,vitamin a (retinol) 50000iu,M05BX06,0
69,vitamin a (retinol) 50000iu,C05CA03,0
69,vitamin a (retinol) 50000iu,J05AP01,0
69,vitamin a (retinol) 50000iu,J07BF01,0
69,vitamin a (retinol) 50000iu,N03AX15,0
69,vitamin a (retinol) 50000iu,G03GA08,0
69,vitamin a (retinol) 50000iu,B05AA02,0
70,vitamin a (retinol) 5000iu,A11CA01,1
70,vitamin a (retinol) 5000iu,J05AR01,0
70,vitamin a (retinol) 5000iu,L01XB01,0
70,vitamin a (retinol) 5000iu,L01XK04,0
70,vitamin a (retinol) 5000iu,M05BA03,0
70,vitamin a (retinol) 5000iu,L01XX61,0
70,vitamin a (retinol) 5000iu,L01AX03,0
70,vitamin a (retinol) 5000iu,S02CA03,0
70,vitamin a (retinol) 5000iu,A10BH02,0
71,retinol 10000iu,A11CA01,1
71,retinol 10000iu,L01XE44,0
71,retinol 10000iu,N06AG02,0
71,retinol 10000iu,C10AX13,0
71,retinol 10000iu,J05AB11,0
71,retinol 10000iu,S02BA08,0
71,retinol 10000iu,S01ED51,0
71,retinol 10000iu,D01AC08,0
71,retinol 10000iu,L01XE22,0
72,vita 5000iu,A11CA01,1
72,vita 5000iu,J01DI54,0
72,vita 5000iu,N02CD01,0
72,vita 5000iu,R03AC03,0
72,vita 5000iu,J01FF01,0
72,vita 5000iu,R03AA05,0
72,vita 5000iu,J07AP03,0
72,vita 5000iu,V08AB04,0
72,vita 5000iu,R03BB01,0
73,vita 5000,A11CA01,1
73,vita 5000,G04CA52,0
73,vita 5000,L03AA03,0
73,vita 5000,L01XE08,0
73,vita 5000,G04BE09,0
73,vita 5000,G03BA03,0
73,vita 5000,G03DA04,0
73,vita 5000,R06AB04,0
73,vita 5000,L03AB10,0
74,vitamin a (retinol) 50000,A11CA01,1
74,vitamin a (retinol) 50000,B03AA07,0
74,vitamin a (retinol) 50000,L01XK02,0
74,vitamin a (retinol) 50000,D08AG02,0
74,vitamin a (retinol) 50000,D10AF01,0
74,vitamin a (retinol) 50000,A11GA01,0
74,vitamin a (retinol) 50000,N04BA02,0
74,vitamin a (retinol) 50000,G04CB01,0
74,vitamin a (retinol) 50000,N02AA03,0
75,arov 50000iu,A11CA01,1
75,arov 50000iu,L01XE24,0
75,arov 50000iu,R06AA01,0
75,arov 50000iu,P01BA01,0
75,arov 50000iu,L01AA06,0
75,arov 50000iu,A16AB03,0
75,arov 50000iu,H02AB02,0
75,arov 50000iu,A07EA06,0
75,arov 50000iu,J05AE03,0
76,supre,L02AE01,1
76,supre,L01XE07,0
76,supre,S01AB04,0
76,supre,J07AJ51,0
76,supre,A10AD01,0
76,supre,P01CX01,0
76,supre,V03AF03,0
76,supre,L01XE05,0
76,supre,R01BA05,0
77,buser,L02AE01,1
77,buser,N06BX12,0
77,buser,N01AB01,0
77,buser,A11GA01,0
77,buser,J05AF04,0
77,buser,C07AA06,0
77,buser,V03AB14,0
77,buser,N06AX21,0
77,buser,A03AB08,0
78,bsrln,L02AE01,1
78,bsrln,J06AA03,0
78,bsrln,H02AB08,0
78,bsrln,N05CF02,0
78,bsrln,B03AC04,0
78,bsrln,R05CB13,0
78,bsrln,A14AA08,0
78,bsrln,A12AA04,0
78,bsrln,L02BG06,0
79,supr,L02AE01,1
79,supr,N07XX06,0
79,supr,L04AA04,0
79,supr,V03AF06,0
79,supr,V09CA02,0
79,supr,L04AA23,0
79,supr,A09AA02,0
79,supr,G03XC01,0
79,supr,J07BF01,0
80,bsrl,L02AE01,1
80,bsrl,M03AA01,0
80,bsrl,D04AA10,0
80,bsrl,S01EC01,0
80,bsrl,QN05CM90,0
80,bsrl,J07AC03,0
80,bsrl,C01DA02,0
80,bsrl,G04CA52,0
80,bsrl,N05AL01,0
81,buse,L02AE01,1
81,buse,J05AX25,0
81,buse,J07AL01,0
81,buse,L04AA38,0
81,buse,J01MA16,0
81,buse,L03AB08,0
81,buse,R05CA03,0
81,buse,J01FA06,0
81,buse,A10BB07,0
82,suprefact,L02AE01,1
82,suprefact,J06AA03,0
82,suprefact,L01XE02,0
82,suprefact,A10BX07,0
82,suprefact,L01XE36,0
82,suprefact,N01BA05,0
82,suprefact,J05AC02,0
82,suprefact,S01AE05,0
82,suprefact,R03AA05,0
83,buserelin,L02AE01,1
83,buserelin,B02BA01,0
83,buserelin,B03AC04,0
83,buserelin,C01BD01,0
83,buserelin,A16AX01,0
83,buserelin,J05AE03,0
83,buserelin,N05AB06,0
83,buserelin,H01CC02,0
83,buserelin,C01BD07,0
84,repat,C10AX13,1
84,repat,C02KX02,0
84,repat,S01ED01,0
84,repat,B03AX07,0
84,repat,H01BB03,0
84,repat,M01AB05,0
84,repat,V03AE02,0
84,repat,J01DD04,0
84,repat,J01MA07,0
85,repatha,C10AX13,1
85,repatha,C01CX08,0
85,repatha,C02CA01,0
85,repatha,J01CA01,0
85,repatha,D06BB06,0
85,repatha,N02AJ03,0
85,repatha,N06AA02,0
85,repatha,M03AX02,0
85,repatha,C08CA06,0
86,vlcm,C10AX13,1
86,vlcm,B01AB05,0
86,vlcm,N07AB01,0
86,vlcm,N02AA08,0
86,vlcm,P02CE01,0
86,vlcm,M01AX01,0
86,vlcm,B02AA01,0
86,vlcm,N01BC01,0
86,vlcm,V03AB33,0
87,vlcmb,C10AX13,1
87,vlcmb,N05AL01,0
87,vlcmb,A12AA04,0
87,vlcmb,H03BB01,0
87,vlcmb,C01BD06,0
87,vlcmb,J06BA02,0
87,vlcmb,S01JA01,0
87,vlcmb,V03AB38,0
87,vlcmb,G03AA13,0
88,evolocumab,C10AX13,1
88,evolocumab,A02BA02,0
88,evolocumab,C10AB05,0
88,evolocumab,B03AC06,0
88,evolocumab,V03AB18,0
88,evolocumab,V03AF01,0
88,evolocumab,D10BA01,0
88,evolocumab,N05BA01,0
88,evolocumab,J05AP07,0
89,evolo,C10AX13,1
89,evolo,J01DB09,0
89,evolo,L04AX07,0
89,evolo,L01AC01,0
89,evolo,L04AC14,0
89,evolo,G04BX06,0
89,evolo,N01BA02,0
89,evolo,P02CA01,0
89,evolo,A03BA01,0
90,repa,C10AX13,1
90,repa,M04AC01,0
90,repa,C07AG01,0
90,repa,B01AC17,0
90,repa,J01AX07,0
90,repa,V07AV,0
90,repa,A12AA02,0
90,repa,J04AK02,0
90,repa,L01CD04,0
91,evol,C10AX13,1
91,evol,C02CA04,0
91,evol,L02BG03,0
91,evol,G04BE03,0
91,evol,N02BA01,0
91,evol,J01AX09,0
91,evol,L01XX02,0
91,evol,P01AA03,0
91,evol,R03BC01,0
92,tuong tu dexamethasone (lo 27),H02AB02,1
92,tuong tu dexamethasone (lo 27),G03GA08,0
92,tuong tu dexamethasone (lo 27),N06AX23,0
92,tuong tu dexamethasone (lo 27),J01MA16,0
92,tuong tu dexamethasone (lo 27),G02CB03,0
92,tuong tu dexamethasone (lo 27),N02CD03,0
92,tuong tu dexamethasone (lo 27),C10AA02,0
92,tuong tu dexamethasone (lo 27),N01BA05,0
92,tuong tu dexamethasone (lo 27),N06AA02,0
93,dexa,H02AB02,1
93,dexa,P01BE03,0
93,dexa,B03XA01,0
93,dexa,N05CM01,0
93,dexa,R05CA02,0
93,dexa,A02BA02,0
93,dexa,S01AE01,0
93,dexa,L01XE06,0
93,dexa,L01AX07,0
94,dxmth,H02AB02,1
94,dxmth,S01FA05,0
94,dxmth,S01AE01,0
94,dxmth,A10AD01,0
94,dxmth,J06AA01,0
94,dxmth,V07AV,0
94,dxmth,L01XX46,0
94,dxmth,V03AB37,0
94,dxmth,A16AX01,0
95,hydro,H02AB02,1
95,hydro,C08CA05,0
95,hydro,J01CF02,0
95,hydro,A10BX09,0
95,hydro,L01XE19,0
95,hydro,N02CD01,0
95,hydro,A07EC02,0
95,hydro,J01FF01,0
95,hydro,D04AB07,0
96,cort,H02AB02,1
96,cort,A09AB01,0
96,cort,N01AH06,0
96,cort,A07AA01,0
96,cort,A11AA03,0
96,cort,L01BA01,0
96,cort,J01DA23,0
96,cort,L01BA04,0
96,cort,N07XX03,0
97,dexamethasone,H02AB02,1
97,dexamethasone,A14AA08,0
97,dexamethasone,J01DA23,0
97,dexamethasone,J05AR03,0
97,dexamethasone,C04AX01,0
97,dexamethasone,A07EA06,0
97,dexamethasone,M01AE02,0
97,dexamethasone,N07XX03,0
97,dexamethasone,L04AF01,0
98,dexamethasone (toan than),H02AB02,1
98,dexamethasone (toan than),N03AF02,0
98,dexamethasone (toan than),D07AA02,0
98,dexamethasone (toan than),J01GB03,0
98,dexamethasone (toan than),N07BB04,0
98,dexamethasone (toan than),N05CH02,0
98,dexamethasone (toan than),N05AF05,0
98,dexamethasone (toan than),D11AH02,0
98,dexamethasone (toan than),L04AA30,0
99,dxmt,H02AB02,1
99,dxmt,V03AB18,0
99,dxmt,L02BB06,0
99,dxmt,B02AA02,0
99,dxmt,L02AB01,0
99,dxmt,C09CA04,0
99,dxmt,S01BA04,0
99,dxmt,A11HA03,0
99,dxmt,C04AB01,0
100,deca,H02AB02,1
100,deca,A11GA01,0
100,deca,N03AX16,0
100,deca,N03AX09,0
100,deca,N06DA03,0
100,deca,A12CX01,0
100,deca,R05CA03,0
100,deca,A10AE04,0
100,deca,L04AC16,0
101,hydr,H02AB02,1
101,hydr,V03AB14,0
101,hydr,D07AC13,0
101,hydr,B02AB01,0
101,hydr,R06AA05,0
101,hydr,J04AB05,0
101,hydr,L01XE34,0
101,hydr,L04AA39,0
