group_id,query,atc_code,f_semantic,f_inn_match,f_brand_match,f_form_match,f_route_match,f_pediatric,f_risk,f_contra,f_spec,label
5,nicod,L01XX19,0.4501934349536896,0,0,0,0,0,0,3,1,0
6,vitam,A11HA04,0.27913546562194824,1,0,0,0,0,0,1,0,1
6,vitam,B05XA07,0.33408278226852417,0,0,0,0,0,0,3,0,0
6,vitam,A12CB01,0.34388452768325806,0,0,0,0,0,0,1,0,0
6,vitam,S02CA03,0.32936516404151917,0,0,0,0,0,0,2,1,0
6,vitam,L01XE06,0.31509971618652344,0,0,0,0,0,0,2,1,0
7,ribof,A11HA04,0.3404083549976349,1,1,0,0,0,0,1,0,1
7,ribof,J01FA09,0.2811901271343231,0,0,0,0,1,0,5,1,0
7,ribof,B02AB01,0.25216275453567505,0,0,0,0,0,1,4,1,0
7,ribof,A11CC06,0.33626648783683777,0,0,0,0,0,0,1,0,0
7,ribof,G04BX06,0.22446592152118683,0,0,0,0,0,2,3,0,0
8,beta,A11HA04,0.2894287109375,1,0,0,0,0,0,1,0,1
8,beta,N06AA09,0.3160494565963745,0,0,0,0,0,0,8,1,0
8,beta,G02CX01,0.228390172123909,0,0,0,0,0,1,1,1,0
8,beta,R06AA09,0.3190656900405884,0,0,0,0,0,0,3,1,0
8,beta,L01XC14,0.26040029525756836,0,0,0,0,0,1,2,1,0
9,mucinex,R05CA03,0.7505538463592529,0,1,0,0,0,0,1,1,1
9,mucinex,J04AB02,0.4289359748363495,0,0,0,0,0,1,4,1,0
9,mucinex,V03AB24,0.40779513120651245,0,0,0,0,0,0,1,0,0
9,mucinex,A11AA03,0.41671931743621826,0,0,0,0,0,1,1,0,0
9,mucinex,A10BH03,0.4210878610610962,0,0,0,0,0,1,2,0,0
10,guaifenesin,R05CA03,0.8157348036766052,1,1,0,0,0,0,1,1,1
10,guaifenesin,N07BB01,0.3290894031524658,0,0,0,0,0,1,7,1,0
10,guaifenesin,N05AD01,0.35638654232025146,0,0,0,0,0,0,7,1,0
10,guaifenesin,V08AA03,0.4057692885398865,0,0,0,0,0,1,2,0,0
10,guaifenesin,J07AL01,0.3683393597602844,0,0,0,0,0,0,2,1,0
11,guaif,R05CA03,0.6951395869255066,1,1,0,0,0,0,1,1,1
11,guaif,A06AX04,0.23924709856510162,0,0,0,0,0,0,2,1,0
11,guaif,N05CM01,0.4256329834461212,0,0,0,0,0,1,2,1,0
11,guaif,R05CB13,0.3554970324039459,0,0,0,0,0,0,1,1,0
11,guaif,B05BC01,0.31985265016555786,0,0,0,0,0,1,9,0,0
12,vita,A11AB,0.3056371212005615,1,0,0,0,0,1,2,0,1
12,vita,H05BX04,0.2466462254524231,0,0,0,0,0,0,3,1,0
12,vita,D11AH02,0.27274003624916077,0,0,0,0,0,0,2,1,0
12,vita,A10BB07,0.31558117270469666,0,0,0,0,0,2,4,1,0
12,vita,N06AA04,0.33272501826286316,0,0,0,0,0,0,2,1,0
13,b-co,A11AB,0.493782103061676,0,0,0,0,0,1,2,0,1
13,b-co,N02AX02,0.2260938435792923,0,0,0,0,0,0,9,1,0
13,b-co,M01AE09,0.22353965044021606,0,0,0,0,0,2,3,1,0
13,b-co,N05BA,0.28650233149528503,0,0,0,0,0,0,3,1,0
13,b-co,L04AC02,0.4391528069972992,0,0,0,0,0,0,1,1,0
14,vitam,A11AB,0.39294397830963135,1,0,0,0,0,1,2,0,1
14,vitam,M04AB01,0.2402346283197403,0,0,0,0,0,1,8,1,0
14,vitam,N02AX06,0.3061997592449188,0,0,0,0,0,0,3,1,0
14,vitam,J07BK01,0.4159555435180664,0,0,0,0,0,0,6,1,0
14,vitam,V03AE05,0.38325777649879456,0,0,0,0,0,0,2,0,0
15,pncll,A16AA01,0.39873212575912476,0,0,0,0,0,1,5,1,1
15,pncll,S01EC03,0.3148464858531952,0,0,0,0,0,1,2,1,0
15,pncll,A07EC02,0.33023685216903687,0,0,0,0,0,0,2,1,0
15,pncll,G03GB02,0.39711058139801025,0,0,0,0,0,1,9,1,0
15,pncll,N06BX12,0.30863428115844727,0,0,0,0,0,0,1,1,0
16,carni,A16AA01,0.25072911381721497,1,0,0,0,0,1,5,1,1
16,carni,M03AC04,0.2889309227466583,0,0,0,0,0,0,3,1,0
16,carni,J07CA09,0.32029297947883606,0,0,0,0,0,0,1,1,0
16,carni,V03AC03,0.2122890055179596,0,0,0,0,0,1,2,0,0
16,carni,J01FF01,0.25977638363838196,0,0,0,0,0,0,5,1,0
17,l-crn,A16AA01,0.40085408091545105,0,0,0,0,0,1,5,1,1
17,l-crn,M01AB05,0.3582405745983124,0,0,0,0,0,2,9,1,0
17,l-crn,N05AF05,0.363315224647522,0,0,0,0,0,0,3,1,0
17,l-crn,A12BA51,0.2963586449623108,0,0,0,0,0,1,5,0,0
17,l-crn,J02AX04,0.36841338872909546,0,0,0,0,0,0,2,1,0
18,gas-x,A03AX13,0.4797987937927246,0,1,0,0,0,0,2,1,1
18,gas-x,J01MA16,0.36991459131240845,0,0,0,0,0,0,2,1,0
18,gas-x,J01MA07,0.3853211998939514,0,0,0,0,0,2,6,1,0
18,gas-x,L01XE08,0.30281296372413635,0,0,0,0,0,0,3,1,0
18,gas-x,H01BB03,0.38443246483802795,0,0,0,0,0,0,3,1,0
19,gas-,A03AX13,0.4597197473049164,0,0,0,0,0,0,2,1,1
19,gas-,R06AB03,0.3870837688446045,0,0,0,0,0,0,3,1,0
19,gas-,L01CD02,0.2694229781627655,0,0,0,0,0,1,5,1,0
19,gas-,S01CA05,0.2656928598880768,0,0,0,0,0,0,2,1,0
19,gas-,J01DI52,0.23543064296245575,0,0,0,0,0,0,1,1,0
20,smthc,A03AX13,0.3918824791908264,0,0,0,0,0,0,2,1,1
20,smthc,M04AB01,0.2129470705986023,0,0,0,0,0,1,8,1,0
20,smthc,H05BA01,0.3387684226036072,0,0,0,0,0,0,2,1,0
20,smthc,J01CR03,0.31811705231666565,0,0,0,0,0,0,1,1,0
20,smthc,J01DF01,0.2620585560798645,0,0,0,0,0,0,1,1,0
21,a-vi,A11CA01,0.30176597833633423,0,0,0,0,0,1,3,0,1
21,a-vi,D07AC13,0.2884051203727722,0,0,0,0,0,0,4,1,0
21,a-vi,G04BD04,0.3630337715148926,0,0,0,0,0,0,2,0,0
21,a-vi,A06AD01,0.2635786235332489,0,0,0,0,1,1,2,1,0
21,a-vi,G04CB01,0.3438079357147217,0,0,0,0,0,1,2,0,0
22,arovi,A11CA01,0.35562390089035034,0,0,0,0,0,1,3,0,1
22,arovi,N04BX01,0.36039984226226807,0,0,0,0,0,2,5,1,0
22,arovi,V03AB11,0.3047536611557007,0,0,0,0,0,1,3,0,0
22,arovi,C01DX51,0.3363375663757324,0,0,0,0,0,0,1,1,0
22,arovi,A10BX02,0.3445667028427124,0,0,0,0,0,0,2,1,0
23,vita,A11CA01,0.27444592118263245,1,0,0,0,0,1,3,0,1
23,vita,J01FA09,0.2543826699256897,0,0,0,0,1,0,5,1,0
23,vita,L01XA01,0.3366049826145172,0,0,0,0,0,1,10,1,0
23,vita,B03AC09,0.40228527784347534,0,0,0,0,0,0,1,0,0
23,vita,H01CB04,0.3874346613883972,0,0,0,0,0,0,1,1,0
24,supr,L02AE01,0.39289966225624084,0,0,0,0,0,0,1,1,1
24,supr,C01BA02,0.3619912266731262,0,0,0,0,0,0,6,1,0
24,supr,C01CA03,0.3154485821723938,0,0,0,0,0,1,7,1,0
24,supr,J04BA01,0.3490440249443054,0,0,0,0,0,0,1,1,0
24,supr,J06AA01,0.3949619233608246,0,0,0,0,0,0,1,1,0
25,buserelin,L02AE01,0.680733859539032,1,1,0,0,0,0,1,1,1
25,buserelin,L04AA36,0.49163326621055603,0,0,0,0,0,1,2,1,0
25,buserelin,L01XE17,0.30036285519599915,0,0,0,0,0,0,2,1,0
25,buserelin,M04AA01,0.3076988160610199,0,0,0,0,0,1,6,1,0
25,buserelin,V08AA03,0.4368267059326172,0,0,0,0,0,1,2,0,0
26,bsrln,L02AE01,0.4236762225627899,0,0,0,0,0,0,1,1,1
26,bsrln,L01FH03,0.35592976212501526,0,0,0,0,0,0,2,1,0
26,bsrln,G03AC08,0.2731844186782837,0,0,0,0,0,0,3,1,0
26,bsrln,P01AE05,0.4056762754917145,0,0,0,0,0,0,1,0,0
26,bsrln,N04BX02,0.3093791902065277,0,0,0,0,0,2,3,1,0
27,repa,C10AX13,0.37258046865463257,0,0,0,0,0,0,1,0,1
27,repa,J05AX05,0.3097398281097412,0,0,0,0,0,0,2,1,0
27,repa,A08AA60,0.4622814655303955,0,0,0,0,0,0,3,1,0
27,repa,A10BK01,0.4704340696334839,0,0,0,0,0,1,2,0,0
27,repa,L04AA31,0.40364620089530945,0,0,0,0,0,1,4,1,0
28,evolo,C10AX13,0.2255546897649765,1,0,0,0,0,0,1,0,1
28,evolo,N05AD01,0.16711129248142242,0,0,0,0,0,0,7,1,0
28,evolo,N07CA01,0.27875471115112305,0,0,0,0,0,1,4,1,0
28,evolo,C03BA11,0.17982147634029388,0,0,0,0,0,1,3,1,0
28,evolo,J02AC03,0.21128898859024048,0,0,0,0,0,0,3,1,0
29,repatha,C10AX13,0.6243619322776794,0,1,0,0,0,0,1,0,1
29,repatha,C07AB02,0.3352978825569153,0,0,0,0,0,0,3,1,0
29,repatha,A11CC05,0.27395495772361755,0,0,0,0,0,1,5,0,0
29,repatha,M03AC03,0.34985727071762085,0,0,0,0,0,1,4,1,0
29,repatha,L04AA45,0.4175271689891815,0,0,0,0,0,0,2,1,0
30,hydrocortisone (toan than),H02AB02,0.6491403579711914,1,0,0,0,0,1,3,1,1
30,hydrocortisone (toan than),L04AE01,0.2614257335662842,0,0,0,0,0,0,1,1,0
30,hydrocortisone (toan than),P01CX01,0.4849681854248047,0,0,0,0,0,1,5,0,0
30,hydrocortisone (toan than),J01DD01,0.38045018911361694,0,0,0,0,0,0,1,1,0
30,hydrocortisone (toan than),L02BB06,0.5600020289421082,0,0,0,0,0,0,2,1,0
31,hydro,H02AB02,0.27964434027671814,1,0,0,0,0,1,3,1,1
31,hydro,L02BG04,0.3148317337036133,0,0,0,0,0,0,6,1,0
31,hydro,A03FA03,0.27925223112106323,0,0,0,0,1,1,9,1,0
31,hydro,N01AH02,0.28146472573280334,0,0,0,0,0,0,2,1,0
31,hydro,D03AX03,0.235792875289917,0,0,0,0,0,0,1,1,0
32,dxmth,H02AB02,0.39699965715408325,0,0,0,0,0,1,3,1,1
32,dxmth,C09AA01,0.39571240544319153,0,0,0,0,0,1,4,1,0
32,dxmth,J01CR03,0.33278653025627136,0,0,0,0,0,0,1,1,0
32,dxmth,H01CB04,0.41979163885116577,0,0,0,0,0,0,1,1,0
32,dxmth,J02AC02,0.23718181252479553,0,0,0,0,0,0,3,1,0
33,cobi,L01XE41,0.269530713558197,1,0,0,0,0,0,1,1,1
33,cobi,N06AA12,0.2129538208246231,0,0,0,0,0,0,4,1,0
33,cobi,L01DB02,0.21774432063102722,0,0,0,0,0,0,4,1,0
33,cobi,J01DD04,0.24199052155017853,0,0,0,0,0,0,4,1,0
33,cobi,C03CA02,0.19925476610660553,0,0,0,0,0,1,4,1,0
34,cotel,L01XE41,0.342120498418808,0,0,0,0,0,0,1,1,1
34,cotel,L01XA03,0.3681931793689728,0,0,0,0,0,1,3,1,0
34,cotel,R05CB06,0.3703777492046356,0,0,0,0,0,0,1,1,0
34,cotel,L01XE05,0.2727513909339905,0,0,0,0,0,0,1,1,0
34,cotel,M01AB01,0.271301805973053,0,0,0,0,0,2,8,1,0
35,cbmtn,L01XE41,0.38444918394088745,0,0,0,0,0,0,1,1,1
35,cbmtn,N07BC51,0.2420652061700821,0,0,0,0,0,0,2,1,0
35,cbmtn,N05CK01,0.36518049240112305,0,0,0,0,0,0,2,1,0
35,cbmtn,M03AB01,0.37358754873275757,0,0,0,0,0,1,6,1,0
35,cbmtn,P03AX01,0.29355528950691223,0,0,0,0,0,0,2,0,0
36,zeffi,J05AF05,0.35353004932403564,0,0,0,0,0,0,2,1,1
36,zeffi,A03AB04,0.21205253899097443,0,0,0,0,0,0,3,1,0
36,zeffi,L01XE32,0.44297081232070923,0,0,0,0,0,0,1,1,0
36,zeffi,N05CD08,0.3292973041534424,0,0,0,0,0,0,7,1,0
36,zeffi,C10AA03,0.26553091406822205,0,0,0,0,0,1,3,0,0
37,zeffix,J05AF05,0.36054763197898865,0,1,0,0,0,0,2,1,1
37,zeffix,N01BA05,0.3902168273925781,0,0,0,0,0,0,1,1,0
37,zeffix,P01BD01,0.29330164194107056,0,0,0,0,0,1,5,0,0
37,zeffix,J01GB04,0.25744175910949707,0,0,0,0,0,0,3,1,0
37,zeffix,N04BC04,0.38934633135795593,0,0,0,0,0,0,1,1,0
38,lmvdn,J05AF05,0.4065856337547302,0,0,0,0,0,0,2,1,1
38,lmvdn,V06DX,0.43236425518989563,0,0,0,0,0,0,2,1,0
38,lmvdn,A11CC01,0.4554130434989929,0,0,0,0,0,0,4,0,0
38,lmvdn,S01BA04,0.29805973172187805,0,0,0,0,0,0,2,1,0
38,lmvdn,L04AB04,0.45816078782081604,0,0,0,0,0,0,6,1,0
39,preco,A10BF01,0.23995718359947205,0,0,0,0,0,3,12,1,1
39,preco,B06AA04,0.31146538257598877,0,0,0,0,0,0,1,1,0
39,preco,R06AX17,0.3868360221385956,0,0,0,0,0,0,1,1,0
39,preco,N05CF03,0.23846293985843658,0,0,0,0,0,1,3,1,0
39,preco,R03AC02,0.2828000485897064,0,0,0,0,0,1,3,1,0
40,acarb,A10BF01,0.33054932951927185,1,0,0,0,0,3,12,1,1
40,acarb,V03AB11,0.37403449416160583,0,0,0,0,0,1,3,0,0
40,acarb,C01BC04,0.3625568449497223,0,0,0,0,0,1,2,1,0
40,acarb,G03GA05,0.35447582602500916,0,0,0,0,0,0,4,1,0
40,acarb,L01BC05,0.43648505210876465,0,0,0,0,0,0,4,1,0
41,gluco,A10BF01,0.2999727725982666,0,0,0,0,0,3,12,1,1
41,gluco,L01CA02,0.34691017866134644,0,0,0,0,0,1,7,1,0
41,gluco,J01DC02,0.29207146167755127,0,0,0,0,0,0,1,1,0
41,gluco,P01AB02,0.35136595368385315,0,0,0,0,0,2,7,1,0
41,gluco,J05AF01,0.38106492161750793,0,0,0,0,1,0,4,1,0
42,aceta,S01EC01,0.26471009850502014,1,1,0,0,0,2,8,1,1
42,aceta,J01XA02,0.3164615035057068,0,0,0,0,0,0,1,1,0
42,aceta,C10AB01,0.3212924599647522,0,0,0,0,0,2,3,0,0
42,aceta,B05BA01,0.33914637565612793,0,0,0,0,0,1,2,1,0
42,aceta,B05AA06,0.3399205207824707,0,0,0,0,0,0,2,0,0
43,glaup,S01EC01,0.294979065656662,0,0,0,0,0,2,8,1,1
43,glaup,C01EB09,0.33148428797721863,0,0,0,0,0,0,1,1,0
43,glaup,L01CA01,0.31683430075645447,0,0,0,0,0,0,4,1,0
43,glaup,V03AB18,0.2529326379299164,0,0,0,0,0,0,1,0,0
43,glaup,L01AX04,0.3069932460784912,0,0,0,0,0,1,4,1,0
44,acet,S01EC01,0.30879953503608704,1,0,0,0,0,2,8,1,1
44,acet,M03BX01,0.30918583273887634,0,0,0,0,0,1,5,1,0
44,acet,L02BX02,0.40224528312683105,0,0,0,0,0,0,2,1,0
44,acet,J02AB02,0.24765919148921967,0,0,0,0,0,1,8,1,0
44,acet,N04BD02,0.34169262647628784,0,0,0,0,0,0,2,1,0
45,exomu,R05CB01,0.3760031461715698,0,0,0,0,1,0,5,1,1
45,exomu,N02BE01,0.3302377164363861,0,0,0,0,1,1,3,1,0
45,exomu,L04AA45,0.4039154052734375,0,0,0,0,0,0,2,1,0
45,exomu,B01AD11,0.3623255789279938,0,0,0,0,0,0,1,1,0
45,exomu,L01BC01,0.4134902060031891,0,0,0,0,0,0,1,1,0
46,acet,R05CB01,0.3300686776638031,1,0,0,0,1,0,5,1,1
46,acet,L01BC02,0.345416396856308,0,0,0,0,0,0,6,1,0
46,acet,J05AE09,0.30899661779403687,0,0,0,0,0,1,2,1,0
46,acet,L01AB01,0.4050001800060272,0,0,0,0,0,0,3,1,0
46,acet,C03AA03,0.294011652469635,0,0,0,0,0,1,4,1,0
47,acetaderm,R05CB01,0.5394272804260254,0,1,0,0,1,0,5,1,1
47,acetaderm,S01AD01,0.4187754988670349,0,0,0,0,0,0,1,1,0
47,acetaderm,L01DB02,0.39108800888061523,0,0,0,0,0,0,4,1,0
47,acetaderm,B05AA02,0.3836730718612671,0,0,0,0,0,0,1,0,0
47,acetaderm,L01XE37,0.48538199067115784,0,0,0,0,0,0,1,1,0
48,acycl,J05AB01,0.523415744304657,1,0,0,0,0,1,4,1,1
48,acycl,J01MB02,0.5232441425323486,0,0,0,0,1,1,3,1,0
48,acycl,L04AA27,0.4781147241592407,0,0,0,0,0,1,7,1,0
48,acycl,L01XE15,0.4911380410194397,0,0,0,0,0,0,4,1,0
48,acycl,G04CA52,0.3999364376068115,0,0,0,0,0,2,3,0,0
49,herpe,J05AB01,0.34737473726272583,0,0,0,0,0,1,4,1,1
49,herpe,J01CA04,0.31944116950035095,0,0,0,0,1,0,4,1,0
49,herpe,H01BA04,0.32441332936286926,0,0,0,0,0,0,3,1,0
49,herpe,R03AK06,0.2867564260959625,0,0,0,0,0,0,2,1,0
49,herpe,L04AA01,0.3012864589691162,0,0,0,0,0,0,2,1,0
50,herp,J05AB01,0.36682000756263733,0,0,0,0,0,1,4,1,1
50,herp,N05AE05,0.4360930621623993,0,0,0,0,0,0,2,1,0
50,herp,D04AA10,0.36479467153549194,0,0,0,0,0,0,2,1,0
50,herp,A02BC03,0.31031525135040283,0,0,0,0,0,0,3,1,0
50,herp,D06AX09,0.37607887387275696,0,0,0,0,0,0,1,1,0
51,aspirin,N02BA01,0.504489004611969,1,1,0,0,0,2,8,1,1
51,aspirin,M03BX08,0.38369128108024597,0,0,0,0,0,0,3,1,0
51,aspirin,C02AB01,0.40073442459106445,0,0,0,0,0,2,4,1,0
51,aspirin,B01AE06,0.15054818987846375,0,0,0,0,0,0,1,1,0
51,aspirin,N05AD01,0.3821752369403839,0,0,0,0,0,0,7,1,0
52,aspeg,N02BA01,0.3731381297111511,0,0,0,0,0,2,8,1,1
52,aspeg,L01CD02,0.3548717796802521,0,0,0,0,0,1,5,1,0
52,aspeg,B01AE07,0.3287932872772217,0,0,0,0,0,1,7,1,0
52,aspeg,L01BA06,0.30384162068367004,0,0,0,0,0,0,2,1,0
52,aspeg,J05AP07,0.3330537676811218,0,0,0,0,0,0,3,1,0
53,aspe,N02BA01,0.4342528283596039,0,0,0,0,0,2,8,1,1
53,aspe,J05AF02,0.37811073660850525,0,0,0,0,1,0,2,1,0
53,aspe,L02AE03,0.3889871835708618,0,0,0,0,0,0,7,1,0
53,aspe,C01EB03,0.2672925293445587,0,0,0,0,0,0,3,1,0
53,aspe,A03FA01,0.48262524604797363,0,0,0,0,0,1,12,1,0
54,vtmn,A11GA01,0.39324453473091125,0,0,0,0,0,1,5,0,1
54,vtmn,J02AX04,0.363852322101593,0,0,0,0,0,0,2,1,0
54,vtmn,M01AB15,0.41552236676216125,0,0,0,0,0,3,9,1,0
54,vtmn,J07BK03,0.399767130613327,0,0,0,0,0,0,1,1,0
54,vtmn,J06BA02,0.34965980052948,0,0,0,0,0,1,8,1,0
55,acid,A11GA01,0.4841686487197876,1,0,0,0,0,1,5,0,1
55,acid,N07BB01,0.36105480790138245,0,0,0,0,0,1,7,1,0
55,acid,N05AH03,0.3825744390487671,0,0,0,0,0,0,4,1,0
55,acid,N02CC04,0.38647618889808655,0,0,0,0,0,0,5,1,0
55,acid,N02CD01,0.2917815148830414,0,0,0,0,0,0,1,1,0
56,cebion,A11GA01,0.343061625957489,0,1,0,0,0,1,5,0,1
56,cebion,J05AP07,0.2372257262468338,0,0,0,0,0,0,3,1,0
56,cebion,L01XK01,0.3519846200942993,0,0,0,0,0,1,2,1,0
56,cebion,C02KX01,0.34540098905563354,0,0,0,0,0,1,3,1,0
56,cebion,A02BC05,0.4303508698940277,0,0,0,0,0,0,2,1,0
57,acid,S02AA03,0.47325950860977173,1,0,0,0,0,0,2,1,1
57,acid,L01XX60,0.3621874153614044,0,0,0,0,1,0,1,1,0
57,acid,N07BC51,0.34868067502975464,0,0,0,0,0,0,2,1,0
57,acid,V09GA01,0.2888842225074768,0,0,0,0,0,0,1,0,0
57,acid,G03AA12,0.2592145800590515,0,0,0,0,0,2,3,1,0
58,boric,S02AA03,0.4914276897907257,1,0,0,0,0,0,2,1,1
58,boric,L01CA02,0.37646573781967163,0,0,0,0,0,1,7,1,0
58,boric,J06BB02,0.3198915421962738,0,0,0,0,0,0,3,1,0
58,boric,L01XX14,0.31318920850753784,0,0,0,0,0,0,1,1,0
58,boric,A04AA55,0.38073214888572693,0,0,0,0,0,0,1,1,0
59,bot tinh the,S02AA03,0.45787256956100464,0,0,1,0,0,0,2,1,1
59,bot tinh the,B01AC07,0.23780491948127747,0,0,0,0,0,1,4,1,0
59,bot tinh the,G02CB01,0.24783793091773987,0,0,0,0,0,0,3,1,0
59,bot tinh the,V03AB37,0.30962511897087097,0,0,0,0,0,0,1,0,0
59,bot tinh the,N02AJ03,0.08277838677167892,0,0,0,0,0,0,2,1,0
60,folic acid,B03BB01,0.6444025635719299,1,1,0,0,0,1,6,0,1
60,folic acid,N05CF01,0.43485450744628906,0,0,0,0,0,1,4,1,0
60,folic acid,H02AB02,0.49356529116630554,0,0,0,0,0,1,3,1,0
60,folic acid,B05BA02,0.30729278922080994,0,0,0,0,1,0,2,1,0
60,folic acid,N03AX15,0.3581942617893219,0,0,0,0,0,0,1,1,0
61,acid folic,B03BB01,0.662164032459259,1,1,0,0,0,1,6,0,1
61,acid folic,J06AA02,0.3867090940475464,0,0,0,0,0,1,1,1,0
61,acid folic,V03AX02,0.44145432114601135,0,0,0,0,0,0,2,0,0
61,acid folic,B01AC13,0.33033788204193115,0,0,0,0,0,0,1,1,0
61,acid folic,L04AD01,0.3709810972213745,0,0,0,0,0,1,7,1,0
62,folacid,B03BB01,0.564281165599823,0,1,0,0,0,1,6,0,1
62,folacid,G03DA02,0.44420135021209717,0,0,0,0,0,1,3,1,0
62,folacid,A03AX13,0.3548230230808258,0,0,0,0,0,0,2,1,0
62,folacid,L01XE36,0.4389360845088959,0,0,0,0,0,0,1,1,0
62,folacid,S01ED51,0.3271070718765259,0,0,0,0,0,1,2,1,0
63,ioda,V08AA01,0.4197797179222107,1,0,0,0,0,3,5,0,1
63,ioda,N05AX12,0.29857033491134644,0,0,0,0,0,0,1,1,0
63,ioda,C07AA06,0.3724098801612854,0,0,0,0,0,0,4,1,0
63,ioda,R06AE05,0.3257453441619873,0,0,0,0,0,0,1,1,0
63,ioda,L04AE02,0.4153989553451538,0,0,0,0,0,0,1,1,0
64,bilijodon,V08AA01,0.36887386441230774,0,1,0,0,0,3,5,0,1
64,bilijodon,V09IX02,0.283659428358078,0,0,0,0,0,0,2,0,0
64,bilijodon,J01MA07,0.3349314033985138,0,0,0,0,0,2,6,1,0
64,bilijodon,C10AX13,0.3776695728302002,0,0,0,0,0,0,1,0,0
64,bilijodon,A05AA01,0.271929532289505,0,0,0,0,0,0,1,1,0
65,tele,V08AA01,0.3802303671836853,0,0,0,0,0,3,5,0,1
65,tele,J05AX12,0.3504056930541992,0,0,0,0,0,0,3,1,0
65,tele,L01DC01,0.30749380588531494,0,0,0,0,0,0,4,1,0
65,tele,C02AA04,0.39084288477897644,0,0,0,0,0,1,6,1,0
65,tele,C01DG01,0.3508617877960205,0,0,0,0,0,0,2,1,0
66,acid nalidixic,J01MB02,0.5967974662780762,1,0,0,0,1,1,3,1,1
66,acid nalidixic,N06AX23,0.42061808705329895,0,0,0,0,0,0,1,1,0
66,acid nalidixic,A06AG05,0.3418881595134735,0,0,0,0,0,0,2,1,0
66,acid nalidixic,L01AA01,0.5215508937835693,0,0,0,0,0,0,8,1,0
66,acid nalidixic,L01XC06,0.36781761050224304,0,0,0,0,0,0,3,1,0
67,acid,J01MB02,0.39787784218788147,1,0,0,0,1,1,3,1,1
67,acid,V03AB05,0.40763697028160095,0,0,0,0,0,0,2,0,0
67,acid,B03XA01,0.3606051802635193,0,0,0,0,0,0,6,0,0
67,acid,R05CA02,0.3522825539112091,0,0,0,0,0,0,2,1,0
67,acid,R01BA02,0.331949383020401,0,0,0,0,0,0,5,1,0
68,wint,J01MB02,0.29390227794647217,0,0,0,0,1,1,3,1,1
68,wint,C09AA09,0.3308733105659485,0,0,0,0,0,1,3,1,0
68,wint,N07BC01,0.29072052240371704,0,0,0,0,0,0,7,1,0
68,wint,L01BA04,0.2861522138118744,0,0,0,0,0,0,2,1,0
68,wint,B03AC04,0.37944361567497253,0,0,0,0,0,0,2,0,0
69,acid para - aminobenzoic,D02AA01,0.6449500918388367,1,0,0,0,0,0,1,1,1
69,acid para - aminobenzoic,L01XX24,0.3416305482387543,0,0,0,0,0,0,2,1,0
69,acid para - aminobenzoic,N04BC04,0.4818311929702759,0,0,0,0,0,0,1,1,0
69,acid para - aminobenzoic,R01AA04,0.3960965573787689,0,0,0,0,0,0,3,1,0
69,acid para - aminobenzoic,L01DB06,0.46181783080101013,0,0,0,0,0,0,1,1,0
70,kem boi ngoai da 5%,D02AA01,0.6676885485649109,0,0,1,0,0,0,1,1,1
